id;name;region;group_key;category;tags;hidden;is_local;rating;description;access;coord_x;coord_y;created_at;lat;lng
osm-652378568;ჭითაგვალა;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};33.77;32.27;2026-08-04 09:08:22.483763+00;42.7948605;42.2301509
osm-652378583;ცაცკიბალი;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};34.16;33.72;2026-08-04 09:08:22.483763+00;42.7565386;42.2568223
osm-652378587;გოლაში;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};34.72;34.16;2026-08-03 10:38:42.238563+00;42.7448398;42.2958193
osm-662851947;ჭაბუკაურის სატაძრო კომპლექსი;კახეთი;culture;ნანგრევები;"[""ნანგრევები"",""კახეთი""]";false;false;4.8;ნანგრევები — კახეთი.;{};84.88;63.11;2026-08-03 10:38:42.238563+00;41.9774781;45.7567516
osm-669922502;ბორში;თბილისი;food;რესტორანი;"[""რესტორანი"",""თბილისი""]";false;false;4.8;რესტორანი — თბილისი.;{};70.68;73.25;2026-08-04 09:08:22.483763+00;41.7090057;44.7768881
osm-761234048;სპექტრა;თბილისი;food;კაფე;"[""კაფე"",""თბილისი""]";false;false;4.8;კაფე — თბილისი.;{};70.42;72.56;2026-08-04 09:08:22.483763+00;41.7272044;44.7592725
osm-790707420;მანგალი;თბილისი;food;რესტორანი;"[""რესტორანი"",""თბილისი""]";false;false;4.8;რესტორანი — თბილისი.;{};70.92;73.27;2026-08-04 09:08:22.483763+00;41.7084761;44.7933795
osm-801928950;კაცხის სვეტი;რაჭა-ლეჩხუმი;food;კვება;"[""კვება"",""რაჭა-ლეჩხუმი""]";false;false;4.8;კვება — რაჭა-ლეჩხუმი.;{};48.05;51.41;2026-08-03 10:38:42.238563+00;42.2876711;43.2157109
osm-803245795;სათაფლია;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.8;მღვიმე — იმერეთი.;{};40.22;50.5;2026-08-03 10:38:42.238563+00;42.3117182;42.6750464
osm-803245800;სათაფლია;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.8;მღვიმე — იმერეთი.;{};40.21;50.6;2026-08-04 09:08:22.483763+00;42.3091811;42.6745271
osm-803279423;დინოზავრის ნაკვალევი;იმერეთი;culture;არქეოლოგიური ძეგლი;"[""არქეოლოგიური ძეგლი"",""იმერეთი""]";false;false;4.8;არქეოლოგიური ძეგლი — იმერეთი.;{};40.18;50.58;2026-08-03 10:38:42.238563+00;42.3097604;42.6721725
osm-824101262;აბანოს უღელტეხილი;კახეთი;nature;ბუნება;"[""ბუნება"",""კახეთი""]";false;false;4.8;ბუნება — კახეთი.;{};81.28;51.77;2026-08-03 10:38:42.238563+00;42.2780088;45.5084719
osm-839673907;მრგვალი ბაღი;თბილისი;leisure;ხელოვნება;"[""ხელოვნება"",""თბილისი""]";false;false;4.8;ხელოვნება — თბილისი.;{};70.65;73.31;2026-08-04 09:08:22.483763+00;41.7073198;44.7749769
osm-841947149;შუა ქალაქი;თბილისი;food;რესტორანი;"[""რესტორანი"",""თბილისი""]";false;false;4.8;რესტორანი — თბილისი.;{};69.92;72.72;2026-08-04 09:08:22.483763+00;41.7230244;44.7246575
osm-862206966;სიანგ-განი;თბილისი;food;რესტორანი;"[""რესტორანი"",""თბილისი""]";false;false;4.8;რესტორანი — თბილისი.;{};70.55;72.42;2026-08-04 09:08:22.483763+00;41.7309008;44.7680039
osm-887921624;ანტრე;თბილისი;food;კაფე;"[""კაფე"",""თბილისი""]";false;false;4.8;კაფე — თბილისი.;{};70.72;73.36;2026-08-04 09:08:22.483763+00;41.7059344;44.7795158
osm-888766012;გადასახედი მოედანი;აფხაზეთი;leisure;ხედი;"[""ხედი"",""აფხაზეთი""]";false;false;4.8;ხედი — აფხაზეთი.;{};9.38;7.25;2026-08-04 09:08:22.483763+00;43.4579273;40.5470315
osm-888766043;ხედი ჩანჩქერზე;აფხაზეთი;leisure;ხედი;"[""ხედი"",""აფხაზეთი""]";false;false;4.8;ხედი — აფხაზეთი.;{};9.69;6.46;2026-08-03 10:38:42.238563+00;43.4789358;40.5683617
osm-889410288;დავით ჯავრიშვილი;თბილისი;culture;მემორიალი;"[""მემორიალი"",""თბილისი""]";false;false;4.8;მემორიალი — თბილისი.;{};70.75;73.06;2026-08-04 09:08:22.483763+00;41.7139693;44.7815717
osm-902587174;ცხრაჯვარი;იმერეთი;leisure;ღირსშესანიშნაობა;"[""ღირსშესანიშნაობა"",""იმერეთი""]";false;false;4.8;ღირსშესანიშნაობა — იმერეთი.;{};44.64;47.72;2026-08-03 10:38:42.238563+00;42.3855382;42.979933
osm-903947870;ჯვრის უღელტეხილის ჯვარი;მცხეთა-მთიანეთი;culture;მემორიალი;"[""მემორიალი"",""მცხეთა-მთიანეთი""]";false;false;4.8;მემორიალი — მცხეთა-მთიანეთი.;{};66;43.22;2026-08-04 09:08:22.483763+00;42.5046004;44.4536898
osm-915608217;სოფიკო ჭიაურელი;თბილისი;culture;მემორიალი;"[""მემორიალი"",""თბილისი""]";false;false;4.8;მემორიალი — თბილისი.;{};71.12;73.94;2026-08-04 09:08:22.483763+00;41.6905823;44.8074029
osm-916549480;საბჭოთა ოკუპაციის მუზეუმი;თბილისი;leisure;მუზეუმი;"[""მუზეუმი"",""თბილისი""]";false;false;4.8;მუზეუმი — თბილისი.;{};71.02;73.74;2026-08-03 10:38:42.238563+00;41.6958049;44.8004212
osm-917111884;პრესტიჟი;თბილისი;food;რესტორანი;"[""რესტორანი"",""თბილისი""]";false;false;4.8;რესტორანი — თბილისი.;{};71.08;73.83;2026-08-04 09:08:22.483763+00;41.6935167;44.8045159
osm-921298269;ილია ჭავჭავაძის ლიტერატურულ-მემორიალური მუზეუმი;თბილისი;leisure;მუზეუმი;"[""მუზეუმი"",""თბილისი""]";false;false;4.8;მუზეუმი — თბილისი.;{};71.1;73.43;2026-08-03 10:38:42.238563+00;41.7040069;44.8060909
osm-922280024;შავნაბადა;თბილისი;nature;მწვერვალი;"[""მწვერვალი"",""თბილისი""]";true;true;4.4;მწვერვალი — თბილისი.;{};71.6;75.4;2026-08-03 10:38:42.238563+00;41.6519169;44.8400616
osm-924672063;აფხაზეთის სახელმწიფო მუზეუმი;აფხაზეთი;leisure;მუზეუმი;"[""მუზეუმი"",""აფხაზეთი""]";false;false;4.8;მუზეუმი — აფხაზეთი.;{};16.27;24.38;2026-08-03 10:38:42.238563+00;43.0039605;41.0229387
osm-928066809;შავიკლდე;კახეთი;nature;მწვერვალი;"[""მწვერვალი"",""კახეთი""]";true;true;4.4;მწვერვალი — კახეთი.;{};82.88;52.69;2026-08-03 10:38:42.238563+00;42.2536521;45.618901
osm-929134911;საბერწე;მცხეთა-მთიანეთი;culture;ძეგლი;"[""ძეგლი"",""მცხეთა-მთიანეთი""]";false;false;4.8;ძეგლი — მცხეთა-მთიანეთი.;{};67.73;37.4;2026-08-03 10:38:42.238563+00;42.6588098;44.5735863
osm-930196950;ყეენის მთა;თბილისი;nature;მწვერვალი;"[""მწვერვალი"",""თბილისი""]";true;true;4.4;მწვერვალი — თბილისი.;{};71.17;70.91;2026-08-03 10:38:42.238563+00;41.7708329;44.8110069
osm-930298963;მთაწმინდა;თბილისი;nature;მწვერვალი;"[""მწვერვალი"",""თბილისი""]";true;true;4.4;მწვერვალი — თბილისი.;{};70.8;73.79;2026-08-03 10:38:42.238563+00;41.6945795;44.7854916
osm-936365153;მთა ვოჩილოი-კულდუმი;შიდა ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""შიდა ქართლი""]";true;true;4.4;მწვერვალი — შიდა ქართლი.;{};60.47;43;2026-08-04 09:08:22.483763+00;42.5104399;44.072219
osm-936403659;მ. სახსა;შიდა ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""შიდა ქართლი""]";true;true;4.4;მწვერვალი — შიდა ქართლი.;{};60.94;39.04;2026-08-03 10:38:42.238563+00;42.6155562;44.1050843
osm-936463731;კალასანი;მცხეთა-მთიანეთი;nature;მწვერვალი;"[""მწვერვალი"",""მცხეთა-მთიანეთი""]";true;true;4.4;მწვერვალი — მცხეთა-მთიანეთი.;{};63.31;39.45;2026-08-04 09:08:22.483763+00;42.6045036;44.268342
osm-936472745;მ. ხარი;შიდა ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""შიდა ქართლი""]";true;true;4.4;მწვერვალი — შიდა ქართლი.;{};62.58;43.11;2026-08-03 10:38:42.238563+00;42.5075838;44.2177696
osm-936475873;მ. ცეგამი;შიდა ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""შიდა ქართლი""]";true;true;4.4;მწვერვალი — შიდა ქართლი.;{};61.34;43;2026-08-04 09:08:22.483763+00;42.5104388;44.1327607
osm-936479917;მ. კოზორი;შიდა ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""შიდა ქართლი""]";true;true;4.4;მწვერვალი — შიდა ქართლი.;{};61.73;43.21;2026-08-04 09:08:22.483763+00;42.5050319;44.1595114
osm-936487836;მ. ბრითათავცაგი;შიდა ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""შიდა ქართლი""]";true;true;4.4;მწვერვალი — შიდა ქართლი.;{};61.84;44.26;2026-08-04 09:08:22.483763+00;42.4771842;44.1669382
osm-936499075;მ. გერმუხი;შიდა ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""შიდა ქართლი""]";true;true;4.4;მწვერვალი — შიდა ქართლი.;{};61.34;45.74;2026-08-04 09:08:22.483763+00;42.4377948;44.1327081
osm-936502684;მ. კურფილდრაგი;შიდა ქართლი;nature;მწვერვალი;"[""მწვერვალი"",""შიდა ქართლი""]";true;true;4.4;მწვერვალი — შიდა ქართლი.;{};60.79;46.44;2026-08-04 09:08:22.483763+00;42.4192323;44.0947066
osm-938405159;მანავის ცივი;კახეთი;nature;მწვერვალი;"[""მწვერვალი"",""კახეთი""]";true;true;4.4;მწვერვალი — კახეთი.;{};80.4;70.4;2026-08-04 09:08:22.483763+00;41.7845157;45.4478732
osm-956086435;ლურჯი ფრინველი;აფხაზეთი;food;კაფე;"[""კაფე"",""აფხაზეთი""]";false;false;4.8;კაფე — აფხაზეთი.;{};16.03;24.66;2026-08-04 09:08:22.483763+00;42.9965222;41.0057698
osm-956778808;ზღაპარი;აფხაზეთი;food;კაფე;"[""კაფე"",""აფხაზეთი""]";false;false;4.8;კაფე — აფხაზეთი.;{};16.16;24.51;2026-08-04 09:08:22.483763+00;43.0005021;41.0150596
osm-956789528;სამსონ ჩანბას მონუმენტი;აფხაზეთი;culture;მემორიალი;"[""მემორიალი"",""აფხაზეთი""]";false;false;4.8;მემორიალი — აფხაზეთი.;{};16.28;24.46;2026-08-04 09:08:22.483763+00;43.0017771;41.0236266
osm-960164372;მედეას ძეგლი;აჭარა;culture;მემორიალი;"[""მემორიალი"",""აჭარა""]";false;false;4.8;მემორიალი — აჭარა.;{};25.17;75.43;2026-08-04 09:08:22.483763+00;41.6512219;41.6364822
osm-960164374;ჩვენი სახლი;აჭარა;food;კაფე;"[""კაფე"",""აჭარა""]";false;false;4.8;კაფე — აჭარა.;{};25.15;75.47;2026-08-04 09:08:22.483763+00;41.6500537;41.6351669
osm-960956850;აფაცხა;აფხაზეთი;food;კაფე;"[""კაფე"",""აფხაზეთი""]";false;false;4.8;კაფე — აფხაზეთი.;{};10.62;4.58;2026-08-04 09:08:22.483763+00;43.5286613;40.6326022
osm-975749268;ჯვრისა;მცხეთა-მთიანეთი;nature;მწვერვალი;"[""მწვერვალი"",""მცხეთა-მთიანეთი""]";true;true;4.4;მწვერვალი — მცხეთა-მთიანეთი.;{};66.04;43.43;2026-08-04 09:08:22.483763+00;42.4990704;44.4566274
osm-991801266;აღმოსავლეთი ბაბისმთა;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};38;17.33;2026-08-04 09:08:22.483763+00;43.1908494;42.5221318
osm-992836421;არისტოვა;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};39.74;18.87;2026-08-04 09:08:22.483763+00;43.1499899;42.6423888
osm-996178451;მიიტ;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};42.73;18.19;2026-08-04 09:08:22.483763+00;43.1680072;42.8485737
osm-992836455;ცენცი ტაუ;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};39.25;18.93;2026-08-04 09:08:22.483763+00;43.1484751;42.6080656
osm-992913423;ჩეგეტაუ-ჩანა;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};41.89;17.63;2026-08-04 09:08:22.483763+00;43.1827006;42.7907267
osm-992913425;გუმაჩი;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};41.67;17.41;2026-08-03 10:38:42.238563+00;43.1887461;42.7750986
osm-992913430;ლაცგა;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};41.98;17.99;2026-08-04 09:08:22.483763+00;43.1731918;42.7968999
osm-995670335;ნათლისმცემელი;თბილისი;nature;მწვერვალი;"[""მწვერვალი"",""თბილისი""]";true;true;4.4;მწვერვალი — თბილისი.;{};68.56;71.58;2026-08-04 09:08:22.483763+00;41.7530773;44.6304152
osm-995848032;რივერ ჰოლი;თბილისი;food;რესტორანი;"[""რესტორანი"",""თბილისი""]";false;false;4.8;რესტორანი — თბილისი.;{};71.56;74.36;2026-08-04 09:08:22.483763+00;41.6793386;44.8374419
osm-995931992;დავითიანი;თბილისი;food;რესტორანი;"[""რესტორანი"",""თბილისი""]";false;false;4.8;რესტორანი — თბილისი.;{};71.41;74.05;2026-08-04 09:08:22.483763+00;41.687585;44.8273308
osm-995932634;მეტეხის ჩრდილში;თბილისი;food;რესტორანი;"[""რესტორანი"",""თბილისი""]";false;false;4.8;რესტორანი — თბილისი.;{};71.32;74.02;2026-08-04 09:08:22.483763+00;41.6884713;44.8213025
osm-996041056;გოგუთაი;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};38.31;17.86;2026-08-04 09:08:22.483763+00;43.1765921;42.5432518
osm-996047072;აღსუ;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};39.1;18.11;2026-08-04 09:08:22.483763+00;43.1699993;42.5978285
osm-996047111;პატარა შხელდა;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};39.11;18.36;2026-08-04 09:08:22.483763+00;43.1633883;42.5987024
osm-996066290;ბჟედუხი;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};40.37;17.94;2026-08-04 09:08:22.483763+00;43.1745096;42.68565
osm-996066332;ულუყარა;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};40.73;17.78;2026-08-04 09:08:22.483763+00;43.178819;42.7102213
osm-996066359;ვულეია;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};40.28;18.29;2026-08-03 10:38:42.238563+00;43.1654411;42.6789754
osm-996081350;შჩუროვსკის;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};40.18;19.15;2026-08-03 10:38:42.238563+00;43.1426157;42.6722021
osm-996081360;ჩათინთაუ;სამეგრელო-ზემო სვანეთი;nature;მწვერვალი;"[""მწვერვალი"",""სამეგრელო-ზემო სვანეთი""]";true;true;4.4;მწვერვალი — სამეგრელო-ზემო სვანეთი.;{};40.28;19.31;2026-08-04 09:08:22.483763+00;43.1383648;42.6790505
osm-996091658;ბაშყარა;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};41.17;17.87;2026-08-03 10:38:42.238563+00;43.1763612;42.7408387
osm-996100029;ჯანთუგანი;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};41.27;17.51;2026-08-03 10:38:42.238563+00;43.1859182;42.7478107
osm-996136354;დალაყორი;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};41.13;19.47;2026-08-03 10:38:42.238563+00;43.1339414;42.7380124
osm-996178440;ყარაყაია;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};43.15;18.12;2026-08-04 09:08:22.483763+00;43.1696916;42.877524
osm-996178447;სარიქოლბაში;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};42.9;17.79;2026-08-04 09:08:22.483763+00;43.1785579;42.8602669
osm-996178463;ულუთაუ-ჩანა;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};42.39;17.98;2026-08-04 09:08:22.483763+00;43.1734721;42.8245961
osm-996178466;მესტია;რაჭა-ლეჩხუმი;nature;მწვერვალი;"[""მწვერვალი"",""რაჭა-ლეჩხუმი""]";true;true;4.4;მწვერვალი — რაჭა-ლეჩხუმი.;{};42.95;17.9;2026-08-04 09:08:22.483763+00;43.1755743;42.8633807
osm-998788333;სულხან-საბა ორბელიანის ლიტერატორული მუზეუმი;ქვემო ქართლი;leisure;მუზეუმი;"[""მუზეუმი"",""ქვემო ქართლი""]";false;false;4.8;მუზეუმი — ქვემო ქართლი.;{};64.65;82.94;2026-08-03 10:38:42.238563+00;41.4520309;44.3606687
osm-998796596;ქვეშის ციხე-სიმაგრე;ქვემო ქართლი;culture;ციხე-დარბაზი;"[""ციხე-დარბაზი"",""ქვემო ქართლი""]";false;false;4.8;ციხე-დარბაზი — ქვემო ქართლი.;{};65.81;83.48;2026-08-03 10:38:42.238563+00;41.4376835;44.4408774
osm-1008769485;გრიგოლ აბაშიძე;თბილისი;culture;მემორიალი;"[""მემორიალი"",""თბილისი""]";false;false;4.8;მემორიალი — თბილისი.;{};71.02;73.71;2026-08-04 09:08:22.483763+00;41.6967217;44.8006899
osm-1011995142;ატენის ციხე;შიდა ქართლი;culture;ციხე-დარბაზი;"[""ციხე-დარბაზი"",""შიდა ქართლი""]";false;false;4.8;ციხე-დარბაზი — შიდა ქართლი.;{};60.77;65.47;2026-08-03 10:38:42.238563+00;41.9150327;44.0928908
osm-1011995148;დანახვისის პანორამა;შიდა ქართლი;leisure;ხედი;"[""ხედი"",""შიდა ქართლი""]";false;false;4.8;ხედი — შიდა ქართლი.;{};61.13;66.37;2026-08-03 10:38:42.238563+00;41.891156;44.1181779
osm-1013665323;ბირცხა;აფხაზეთი;nature;მწვერვალი;"[""მწვერვალი"",""აფხაზეთი""]";true;true;4.4;მწვერვალი — აფხაზეთი.;{};16.6;22.83;2026-08-03 10:38:42.238563+00;43.0449681;41.0457324
osm-1014219658;შრომა;აფხაზეთი;nature;მწვერვალი;"[""მწვერვალი"",""აფხაზეთი""]";true;true;4.4;მწვერვალი — აფხაზეთი.;{};16.57;22.03;2026-08-04 09:08:22.483763+00;43.0662074;41.043189
osm-1023317934;ძველი სიღნაღი;კახეთი;food;რესტორანი;"[""რესტორანი"",""კახეთი""]";false;false;4.8;რესტორანი — კახეთი.;{};87.27;76.67;2026-08-04 09:08:22.483763+00;41.6183159;45.9216448
osm-1040773044;კვეტერას ციხე-ქალაქი და ეკლესია;თბილისი;culture;ციხე-დარბაზი;"[""ციხე-დარბაზი"",""თბილისი""]";false;false;4.8;ციხე-დარბაზი — თბილისი.;{};75.35;60.13;2026-08-03 10:38:42.238563+00;42.056615;45.0994524
osm-1045610473;ციხე;შიდა ქართლი;culture;ციხე-დარბაზი;"[""ციხე-დარბაზი"",""შიდა ქართლი""]";false;false;4.8;ციხე-დარბაზი — შიდა ქართლი.;{};58.57;50.15;2026-08-03 10:38:42.238563+00;42.3209262;43.9411468
osm-1065159312;პატიოსანი კაცის დუქანი;თბილისი;food;რესტორანი;"[""რესტორანი"",""თბილისი""]";false;false;4.8;რესტორანი — თბილისი.;{};70.31;62.54;2026-08-04 09:08:22.691872+00;41.9926041;44.7512497
osm-1069129653;მადარტი;თბილისი;food;კაფე;"[""კაფე"",""თბილისი""]";false;false;4.8;კაფე — თბილისი.;{};70.62;72.71;2026-08-04 09:08:22.691872+00;41.7231723;44.7730856
osm-1086795245;ბოსფირუსი;თბილისი;food;რესტორანი;"[""რესტორანი"",""თბილისი""]";false;false;4.8;რესტორანი — თბილისი.;{};71.06;73.57;2026-08-04 09:08:22.691872+00;41.7004622;44.8029831
osm-1107453018;კიდევაც დაიზრდებიან;ქვემო ქართლი;culture;ძეგლი;"[""ძეგლი"",""ქვემო ქართლი""]";false;false;4.8;ძეგლი — ქვემო ქართლი.;{};71.07;81.05;2026-08-04 09:08:22.691872+00;41.5022127;44.8037461
osm-1111316631;გიორგი სააკაძე;თბილისი;culture;მემორიალი;"[""მემორიალი"",""თბილისი""]";false;false;4.8;მემორიალი — თბილისი.;{};70.67;72.66;2026-08-04 09:08:22.691872+00;41.7245002;44.776502
osm-1124499107;შოთა რუსთაველი;სამცხე-ჯავახეთი;culture;მემორიალი;"[""მემორიალი"",""სამცხე-ჯავახეთი""]";false;false;4.8;მემორიალი — სამცხე-ჯავახეთი.;{};51.93;84.37;2026-08-04 09:08:22.691872+00;41.4142618;43.4831249
osm-1132505377;ნაძვები;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};39.06;50.49;2026-08-04 09:08:22.691872+00;42.3119097;42.5952718
osm-1132505421;პრომეთეს მღვიმე;იმერეთი;nature;მღვიმე;"[""მღვიმე"",""იმერეთი""]";false;false;4.8;მღვიმე — იმერეთი.;{};39.14;48.02;2026-08-03 10:38:42.238563+00;42.3773644;42.6009216
osm-1132505726;გადასახედი ქ. ქუთაისზე;იმერეთი;leisure;ხედი;"[""ხედი"",""იმერეთი""]";false;false;4.8;ხედი — იმერეთი.;{};40.23;50.58;2026-08-03 10:38:42.238563+00;42.3096473;42.6755313
osm-1143796245;მორევი;სამცხე-ჯავახეთი;food;რესტორანი;"[""რესტორანი"",""სამცხე-ჯავახეთი""]";false;false;4.8;რესტორანი — სამცხე-ჯავახეთი.;{};48.71;80.87;2026-08-04 09:08:22.691872+00;41.5068845;43.260995
osm-1147401795;პაკო;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};40.64;74.53;2026-08-04 09:08:22.691872+00;41.6748301;42.7039129
osm-1147401907;ოჯახური;იმერეთი;food;კაფე;"[""კაფე"",""იმერეთი""]";false;false;4.8;კაფე — იმერეთი.;{};42.49;71.54;2026-08-04 09:08:22.691872+00;41.7540989;42.8315281
osm-1147783165;ბერმუხა;გურია;food;რესტორანი;"[""რესტორანი"",""გურია""]";false;false;4.8;რესტორანი — გურია.;{};35.44;56.05;2026-08-04 09:08:22.691872+00;42.1645927;42.345364
osm-1147783673;ლაღიძის წყლები;გურია;food;კაფე;"[""კაფე"",""გურია""]";false;false;4.8;კაფე — გურია.;{};35.46;56.07;2026-08-04 09:08:22.691872+00;42.1641416;42.3464707
osm-1148161682;ხიდი;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};37.57;46.45;2026-08-04 09:08:22.691872+00;42.4191051;42.4921657
osm-1148161689;ქალაქის ჩრდილში;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};36.54;50.05;2026-08-04 09:08:22.691872+00;42.3236346;42.4209773
osm-1148161715;მეგობარი;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};36.57;50.01;2026-08-04 09:08:22.691872+00;42.3246511;42.4234591
osm-1148161730;საპურმარილო;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};36.57;50;2026-08-04 09:08:22.691872+00;42.3249252;42.4234748
osm-1148682020;ოაზისი;იმერეთი;food;კაფე;"[""კაფე"",""იმერეთი""]";false;false;4.8;კაფე — იმერეთი.;{};41.36;64.68;2026-08-04 09:08:22.691872+00;41.9360679;42.7539417
osm-1148682127;ჯარგვალი;იმერეთი;food;რესტორანი;"[""რესტორანი"",""იმერეთი""]";false;false;4.8;რესტორანი — იმერეთი.;{};41.39;64.51;2026-08-04 09:08:22.691872+00;41.9404479;42.7560259
osm-1148682156;მჟავანაძეს წყარო;იმერეთი;nature;წყარო;"[""წყარო"",""იმერეთი""]";false;false;4.8;წყარო — იმერეთი.;{};41.77;63.31;2026-08-04 09:08:22.691872+00;41.9723128;42.7823766
osm-1148682180;ბერმუხა;იმერეთი;food;კაფე;"[""კაფე"",""იმერეთი""]";false;false;4.8;კაფე — იმერეთი.;{};37.83;58.95;2026-08-04 09:08:22.691872+00;42.087781;42.5102145
osm-1152553995;სანსეტი;რაჭა-ლეჩხუმი;food;რესტორანი;"[""რესტორანი"",""რაჭა-ლეჩხუმი""]";false;false;4.8;რესტორანი — რაჭა-ლეჩხუმი.;{};40.96;22.86;2026-08-04 09:08:22.691872+00;43.0441827;42.7261307
